@relation testSet

@attribute powerPS numeric
@attribute kilometer numeric
@attribute monthOfRegistration numeric
@attribute yearOfRegistration numeric
@attribute price numeric

@data
0.265306,0.172414,0.666667,0.969697,27900
0.132653,1,0,0.787879,1850
0.228571,0.310345,0.583333,0.878788,10900
0.45102,1,0.916667,0.833333,10990
0.279592,0.827586,0.333333,0.712121,650
0.704082,0.517241,0.166667,0.878788,56900
0.234694,0,0.416667,0.757576,3400
0.371429,1,1,0.636364,2299
0.216327,0.827586,0.833333,0.772727,4444
0.285714,1,0.333333,0.712121,2000
0.265306,1,0.5,0.863636,8200
0.185714,0.103448,0.083333,0.878788,3550
0.173469,1,0.833333,0.742424,350
0.185714,1,0.25,1,2100
0.185714,1,0.416667,0.69697,999
0.265306,1,0.666667,0.818182,5450
0.185714,1,0.333333,0.833333,1150
0.285714,1,0.583333,0.833333,3500
0.244898,1,0.666667,0.772727,800
0.120408,0.103448,0.416667,0.939394,8900
0.534694,1,0.916667,0.833333,8900
0.265306,1,0.75,0.833333,4900
0.089796,0.448276,0.666667,0.424242,4444
0.185714,1,0.5,0.80303,5500
0.071429,0.655172,0,0.787879,799
0.228571,1,0.916667,0.818182,5700
0.193878,0.827586,0.083333,0.909091,8500
0.312245,0.37931,0.833333,0.833333,9499
0.387755,0.448276,0.583333,0.242424,23000
0.197959,1,0.416667,0.787879,1500
0.312245,0.827586,0,0.80303,8222
0.340816,1,0.25,0.848485,9690
0.132653,1,0,0.772727,1400
0.089796,0.827586,0.75,0.727273,599
0.202041,0.655172,0.166667,0.863636,5050
0.185714,1,0.833333,0.787879,1999
0.228571,0.586207,0.166667,0.893939,9200
0.228571,0.586207,0.25,0.878788,8500
0.187755,1,0.833333,0.757576,8450
0.197959,1,0.916667,0.893939,3250
0.214286,1,0.5,0.681818,975
0.202041,0.655172,0,0.833333,3600
0.210204,0.448276,0.166667,0.833333,1700
0.285714,0.586207,0.833333,0.818182,9500
0.334694,0.517241,0.166667,0.863636,9950
0.081633,1,0.25,0.712121,350
0.185714,0.655172,0,0.878788,6000
0.204082,1,1,0.757576,4249
0.285714,1,0.833333,0.848485,9300
0.459184,1,1,0.893939,19000
0.346939,1,0,0.772727,3666
0.185714,1,0.583333,0.712121,950
0.097959,1,0.25,0.80303,800
0.132653,1,0.25,0.681818,450
0.185714,1,0.25,0.787879,999
0.310204,1,0.833333,0.863636,8900
0.187755,1,1,0.712121,3500
0.265306,1,0.5,0.80303,4250
0.257143,0.827586,0.916667,0.924242,14990
0.146939,1,0.083333,0.818182,2600
0.167347,0.655172,0.666667,0.893939,4900
0.265306,1,0.083333,0.863636,5990
0.355102,0.37931,0.416667,0.939394,24900
0.265306,0.827586,0.666667,0.833333,5800
0.246939,0.827586,0.5,0.772727,3990
0.163265,1,0.166667,0.727273,830
0.265306,0.172414,0.666667,0.833333,5200
0.285714,0.827586,0.25,0.878788,10199
0.395918,0.172414,0.916667,0.969697,49900
0.265306,1,0.166667,0.863636,6350
1,1,0.333333,0.80303,31000
0.202041,1,0.416667,0.80303,2599
0.246939,1,0.25,0.772727,4950
0.714286,0.172414,0.25,0.969697,39990
0.197959,1,1,0.80303,1799
0.220408,1,1,0.575758,1250
0.193878,1,0.75,0.863636,3550
0.436735,1,0.916667,0.818182,13500
0.271429,1,0.666667,0.878788,12300
0.185714,1,0.083333,0.727273,1200
0.132653,1,0.333333,0.818182,2800
0.363265,0.172414,0.25,0.969697,13900
0.534694,0.827586,0.666667,0.878788,17500
0.089796,1,0.5,0.787879,2499
0.257143,1,0.75,0.818182,2000
0.228571,0.310345,0.666667,0.924242,14830
0.228571,0.827586,0.833333,0.80303,2990
0.104082,1,0.166667,0.848485,1999
0.163265,0.517241,0.833333,0.787879,999
0.271429,1,0.666667,0.833333,7500
0.185714,1,0.083333,0.742424,850
0.12449,0.655172,0.333333,0.666667,800
0.216327,1,1,0.80303,3199
0.502041,1,0.833333,0.818182,7900
0.185714,1,0.5,0.848485,4500
0.193878,0.655172,0.25,0.833333,3000
0.132653,1,0,0.69697,500
0.334694,1,1,0.681818,3900
0.102041,1,0.666667,1,750
0.202041,1,0.416667,0.818182,2111
0.265306,1,0.75,0.848485,5800
0.081633,0.517241,0.666667,0.712121,990
0.142857,0.827586,0.833333,0.787879,1150
0.326531,1,0.5,0.742424,3999
0.102041,0.827586,0.666667,0.818182,1400
0.067347,0.827586,0.25,0.515152,1500
0.257143,1,0.666667,0.818182,3850
0.479592,1,1,0.924242,28900
0.163265,1,0.583333,0.69697,200
0.355102,0.517241,1,0.909091,19900
0.132653,0.103448,0.5,0.954545,8800
0.218367,1,0.583333,0.863636,4300
0.436735,1,0.666667,0.833333,9800
0.102041,1,0.333333,0.742424,750
0.228571,0.827586,0.416667,0.863636,3500
0.189796,1,0.083333,0.80303,700
0.102041,1,1,0.69697,890
0.216327,0.827586,0.666667,0.909091,7200
0.2,0.827586,1,0.772727,2399
0.097959,1,0.166667,0.787879,1950
0.45102,1,0.75,0.893939,15900
0.604082,0.827586,1,0.893939,21000
0.197959,0.655172,0.75,0.727273,1000
0.185714,1,0.5,0.863636,4350
0.204082,0.103448,0.833333,0.969697,15800
0.265306,1,1,0.848485,5600
0.371429,0.827586,0.75,0.818182,9900
0.163265,0.586207,0.666667,0.909091,5800
0.204082,0,0,0.742424,250
0.367347,0.586207,0.5,0.575758,15000
0.110204,0.827586,0.666667,0.80303,2250
0.216327,1,0.25,0.742424,670
0.216327,0.827586,0.416667,0.80303,5250
0.185714,1,0.083333,0.742424,800
0.187755,1,0.333333,0.742424,1500
0.142857,0.586207,0.333333,0.893939,6000
0.185714,1,0.5,1,850
0.37551,1,0.5,0.848485,6999
0.102041,1,0.833333,1,380
0.132653,1,0.166667,0.787879,2490
0.257143,1,0.5,0.848485,3900
0.246939,1,0.083333,0.80303,7800
0.132653,1,0.916667,0.772727,990
0.285714,1,0.333333,0.727273,1599
0.102041,0.827586,0.083333,0.727273,999
0.520408,1,0.833333,0.878788,20000
0.097959,1,0.833333,0.742424,1050
0.132653,0.517241,0.666667,0.772727,3333
0.355102,0.310345,0.25,0.939394,19900
0.271429,1,0.5,0.80303,1600
0.163265,1,1,0.742424,750
0.326531,1,0.583333,0.742424,1200
0.326531,0.655172,1,0.939394,15200
0.216327,0.827586,0.166667,0.833333,2300
0.081633,1,0.333333,0.742424,890
0.193878,1,0.666667,0.727273,1500
0.057143,0.448276,1,0.80303,2500
0.285714,1,0.833333,0.757576,8000
0.163265,0.655172,0.916667,0.681818,2700
0.234694,1,0,0.666667,1199
0.520408,1,0.75,0.878788,19800
0.37551,1,0.166667,0.727273,1098
0.097959,1,0.666667,0.848485,2500
0.285714,1,0.916667,0.757576,2200
0.091837,1,0,0.772727,200
0.104082,1,0.5,0.742424,1100
0.459184,0.172414,0.416667,0.954545,39800
0.265306,1,0.833333,0.924242,10499
0.193878,1,0.583333,0.757576,2300
0.132653,1,1,0.833333,2222
0.455102,1,0.416667,0.878788,9500
0.179592,1,0.916667,0.909091,11900
0.285714,1,1,0.863636,8200
0.436735,1,0.75,0.833333,8250
0.083673,1,0.416667,0.712121,650
0.285714,1,0.333333,0.757576,1890
0.285714,1,0.166667,0.757576,3400
0.132653,0.586207,0.25,0.787879,1990
0.340816,1,0.666667,0.818182,4200
0.45102,0.37931,0.833333,0.863636,15690
0.132653,1,0.333333,0.772727,575
0.326531,1,0.25,0.909091,11499
0.285714,1,0.833333,0.818182,1099
0.142857,1,1,0.818182,2800
0.271429,1,0.583333,0.757576,1000
0.097959,0.827586,0.666667,0.757576,1399
0.097959,0.827586,0.333333,0.818182,1899
0.132653,1,0.75,0.848485,2199
0.204082,1,0.166667,0.787879,3400
0.453061,1,0.666667,0.863636,16900
0.340816,0.827586,0.416667,0.787879,7950
0.285714,1,0.166667,0.69697,3850
0.334694,1,0.25,0.651515,870
0.22449,0.310345,0.5,0.893939,8700
0.312245,0.827586,0.416667,0.863636,9950
0.344898,1,0.5,0.833333,6700
0.102041,0.827586,0.25,0.712121,450
0.120408,0.310345,0.25,0.924242,5990
0.214286,1,0.416667,0.666667,1500
0.297959,0.172414,0.166667,0.939394,18500
0.216327,1,0,0.80303,4000
0.097959,1,0.75,0.772727,1199
0.346939,1,0.583333,0.636364,5999
0.618367,0.586207,0.5,0.863636,16300
0.436735,0.827586,0.333333,0.863636,14500
0.328571,1,0.833333,0.545455,4300
0.506122,0.827586,0.416667,0.939394,29000
0.102041,1,1,0.742424,275
0.228571,1,0.416667,0.681818,400
0.687755,0.827586,0.166667,0.787879,15500
0.344898,1,0.833333,0.787879,2490
0.163265,0.827586,0.25,0.727273,750
0.089796,1,0.666667,0.69697,499
0.097959,1,0,0.833333,1400
0.202041,0.655172,0.916667,0.848485,3150
0.271429,1,0.583333,0.878788,8880
0.326531,0.517241,0.416667,0.939394,21500
0.381633,1,0.666667,0.757576,2999
0.355102,0.241379,0.333333,0.984848,25900
0.102041,1,0.25,0.712121,1200
0.395918,0.586207,0.666667,0.80303,6990
0.642857,0.310345,0.333333,0.848485,48911
0.326531,1,0.833333,0.787879,3998
0.312245,1,0.416667,0.863636,7450
0.102041,1,0.083333,0.712121,350
0.228571,1,0.583333,0.69697,1190
0.185714,1,0.75,0.742424,1450
0.22449,1,0.5,0.848485,2000
0.204082,1,0.833333,0.757576,2400
0.216327,0.827586,0.416667,0.818182,5650
0.163265,1,0.416667,0.863636,7700
0.285714,0.827586,0.333333,0.848485,5749
0.2,1,0.083333,0.757576,150
0.604082,0.37931,0.75,0.893939,20500
0.285714,1,0.583333,0.742424,3999
0.146939,1,1,0.757576,1500
0.185714,1,0.416667,0.742424,1350
0.326531,1,0.333333,0.80303,5990
0.185714,1,0.166667,0.772727,890
0.197959,0,0.666667,0.757576,400
0.297959,1,0.166667,0.69697,2900
0.306122,0.586207,0.916667,0.893939,13800
0.22449,1,0.75,0.712121,1599
0.273469,1,0.583333,0.742424,600
0.155102,0.103448,0.583333,0.984848,14000
0.204082,1,0,0.69697,2400
0.344898,1,0.833333,0.757576,1500
0.204082,0.827586,0.916667,0.924242,9700
0.265306,1,0.833333,0.878788,12650
0.265306,0.586207,0.75,0.909091,12900
0.265306,1,0.916667,0.848485,3600
0.246939,1,1,1,3300
0.27551,0.517241,0.416667,0.863636,8699
0.279592,1,0.416667,0.787879,2900
0.071429,0.827586,0,0.727273,900
0.163265,0.827586,0.166667,0.651515,1300
0.163265,1,0.666667,0.80303,5800
0.204082,1,0.25,0.848485,2999
0.142857,0.517241,1,0.681818,999
0.285714,0.034483,0.666667,0.984848,28450
0.428571,1,0,0.742424,4999
0.326531,1,0.083333,0.878788,9500
0.132653,0.448276,0.25,0.772727,1600
0.326531,1,0,0.787879,6600
0.185714,1,0.916667,0.742424,850
0.12449,0.241379,0.166667,0.954545,5800
0.14898,1,1,0.833333,2499
0.187755,1,0.166667,0.787879,3450
0.265306,1,0.166667,0.878788,7300
0.216327,1,1,0.80303,750
0.265306,1,0.25,0.878788,6500
0.257143,1,0,0.772727,4000
0.097959,1,0.583333,0.742424,950
0.226531,1,0.833333,0.787879,2950
0.295918,1,0.333333,0.787879,3500
0.132653,1,0,0.712121,100
0.193878,1,0.833333,0.833333,4220
0.285714,1,0.75,0.833333,3990
0.355102,0.448276,1,0.939394,18300
0.132653,0.827586,0.916667,0.727273,450
0.091837,1,1,0.666667,990
0.159184,0.103448,0.083333,0.954545,8500
0.467347,1,0.666667,0.893939,14500
0.265306,0.586207,0.25,0.909091,16890
0.604082,0.827586,0.083333,0.909091,31500
0.118367,1,0,0.69697,200
0.285714,0.827586,0,0.757576,800
0.122449,1,0.333333,0.530303,1500
0.214286,1,0.833333,0.651515,299
0.216327,1,0.916667,0.757576,800
0.089796,0.827586,0.083333,0.863636,4299
0.204082,1,0.75,0.80303,3500
0.193878,0.827586,0.75,0.909091,9250
0.234694,1,0,0.787879,500
0.153061,1,0.25,0.863636,1690
0.246939,1,1,0.772727,1300
0.45102,1,0.666667,0.863636,14900
0.220408,1,0.5,0.757576,2300
0.22449,0.827586,0.416667,0.878788,3799
0.234694,1,0.25,0.712121,1350
0.185714,0.517241,0.5,0.909091,6250
0.367347,1,0.75,0.833333,5400
0.422449,1,1,0.818182,8300
0.381633,1,0.833333,0.848485,8999
0.091837,0.655172,0.5,0.742424,1290
0.193878,0.655172,0.166667,0.818182,4500
0.128571,1,0.416667,0.787879,1250
0.102041,1,0.083333,0.833333,2600
0.216327,1,0.5,0.848485,6999
0.693878,1,0.666667,0.681818,15000
0.265306,1,0.083333,0.939394,12900
0.214286,1,0.75,0.712121,450
0.265306,1,0.5,0.924242,10999
0.163265,1,0.5,0.757576,750
0.132653,1,0.083333,0.712121,200
0.132653,0.586207,0.833333,0.742424,2150
0.479592,0.827586,0.25,0.893939,17800
0.395918,1,0.25,0.69697,3200
0.132653,1,1,0.681818,999
0.344898,1,1,0.848485,7799
0.197959,1,1,0.787879,2799
0.132653,0.827586,0.25,0.833333,2100
0.063265,0.517241,0.75,0.848485,3750
0.287755,1,0.583333,0.757576,8990
0.132653,0.827586,0.416667,0.818182,2500
0.097959,0.827586,0.833333,0.757576,1490
0.193878,1,0.833333,0.772727,2150
0.193878,1,0.833333,0.833333,4500
0.163265,0,0.583333,0.712121,1200
0.255102,1,0,0.727273,1000
0.12449,0.448276,1,0.878788,4950
0.173469,0.827586,0.5,0.636364,2200
0.128571,0.827586,0.666667,0.878788,2750
0.163265,1,0.333333,0.833333,850
0.312245,0.103448,0.25,0.984848,41800
0.265306,1,0.333333,0.848485,7300
0.257143,0.827586,0.416667,0.772727,2799
0.340816,1,0.75,0.878788,10650
0.265306,0.655172,0.666667,0.909091,7850
0.163265,1,0.75,0.727273,800
0.102041,1,0.75,0.848485,2200
0.255102,0.241379,0.5,0.954545,15850
0.102041,1,0.25,0.742424,750
0.346939,1,0.75,0.818182,3500
0.173469,0.827586,0.416667,0.833333,2790
0.132653,0.827586,0.75,0.742424,1250
0.132653,0.241379,0.583333,0.924242,5950
0.081633,1,0.583333,0.742424,1099
0.395918,1,0.416667,0.863636,19600
0.132653,1,0.416667,0.651515,500
0.302041,1,0.666667,0.772727,700
0.204082,1,1,0.833333,2300
0.312245,1,1,0.787879,2350
0.273469,1,0.25,0.727273,1950
0.42449,1,0.666667,0.772727,1950
0.155102,0.241379,0.833333,0.878788,8900
0.279592,0.655172,0.5,0.80303,4500
0.132653,0.103448,0.083333,0.984848,10980
0.173469,0.172414,0.75,0.909091,8500
0.312245,1,0.333333,0.848485,8990
0.132653,1,0.333333,0.848485,1100
0.163265,1,1,0.787879,3900
0.185714,1,0.166667,0.727273,1500
0.285714,1,0.833333,0.742424,2199
0.395918,0.655172,0.25,0.939394,25990
0.185714,1,0.75,0.772727,2500
0.093878,1,0.166667,0.787879,1200
0.265306,0.827586,0.166667,0.818182,4400
0.132653,1,0.166667,0.727273,500
0.187755,0.827586,0.833333,0.863636,6100
0.459184,1,0.583333,0.893939,9090
0.197959,1,0.666667,0.772727,800
0.257143,1,0.333333,0.818182,2000
0.246939,1,0.416667,0.833333,7300
0.45102,0.827586,0.416667,0.863636,13000
0.193878,0.310345,0.5,0.954545,15555
0.312245,1,0.833333,0.80303,5990
0.163265,1,0.666667,0.742424,1800
0.453061,1,0.416667,0.818182,9950
0.110204,0.827586,1,0.80303,850
0.102041,1,0.5,0.712121,850
0.410204,0.37931,0.25,0.939394,19200
0.257143,0,0.416667,0.969697,13790
0.132653,0,0.5,1,399
0.116327,1,0.083333,0.863636,2399
0.489796,0.827586,0.833333,0.590909,55964
0.244898,1,0.666667,0.787879,3799
0.216327,1,0.416667,0.757576,1500
0.132653,1,0.75,0.742424,1600
0.265306,0.517241,0.166667,0.878788,7750
0.083673,1,0.25,0.742424,300
0.467347,0.655172,1,0.878788,8000
0.193878,1,1,0.818182,4400
0.436735,1,0.833333,0.787879,6999
0.357143,0.655172,0.833333,0.893939,10800
0.185714,1,0.5,1,1550
0.604082,1,0.416667,0.833333,16950
0.206122,0.517241,0.75,0.848485,5990
0.27551,1,0.25,0.878788,6550
0.326531,1,0.75,0.727273,2050
0.326531,1,0.25,0.712121,4500
0.189796,1,0.416667,0.727273,1500
0.185714,1,0.25,0.848485,3250
0.132653,1,0.166667,0.848485,1500
0.15102,1,1,0.757576,1350
0.102041,0.37931,0.5,0.833333,3000
0.081633,0.827586,0.416667,1,250
0.326531,0.172414,1,0.969697,35900
0.326531,1,0.666667,0.772727,2000
0.340816,0.586207,0.333333,0.878788,17900
0.355102,0.034483,0.333333,0.984848,42900
0.387755,1,0.75,0.833333,6000
0.185714,1,0.75,0.787879,1990
0.163265,1,0.416667,0.727273,550
0.102041,0.655172,0.833333,0.848485,4222
0.185714,1,0.416667,0.848485,3100
0.265306,0.827586,0.75,0.863636,8450
0.185714,1,0.583333,0.727273,1050
0.132653,1,0.5,0.742424,750
0.193878,0.827586,0.75,0.878788,8900
0.35102,0.172414,0.416667,0.969697,18000
0.279592,0.827586,0.666667,0.772727,3800
0.193878,1,0,0.893939,4700
0.214286,1,0.416667,0.621212,500
0.132653,0.37931,0.083333,0.893939,6200
0.228571,1,0.833333,0.651515,1250
0.081633,1,0,0.712121,450
0.216327,1,0.916667,0.772727,3000
0.187755,1,0.5,0.818182,4250
0.371429,0.655172,0.583333,0.80303,11900
0.659184,1,0,0.818182,10900
0.55102,1,0.166667,0.848485,13900
0.326531,1,0.75,0.742424,4000
0.326531,1,0.5,0.772727,1550
0.163265,1,0.833333,0.727273,1700
0.22449,1,0.583333,0.924242,9900
0.257143,1,0.666667,0.742424,2200
0.216327,1,0.083333,0.69697,1100
0.102041,1,0,0.712121,850
0.089796,0.655172,0,0.742424,350
0.436735,0.586207,0.25,0.893939,22900
0.257143,1,0.833333,0.818182,5200
0.326531,1,0.833333,0.772727,3600
0.185714,1,0.583333,0.787879,2650
0.265306,1,0.333333,0.893939,8600
0.265306,0.655172,0.333333,0.909091,10350
0.163265,0.586207,0.583333,0.909091,6799
0.257143,0.827586,0.333333,0.80303,2999
0.202041,0.37931,0.5,0.939394,7499
0.097959,0.827586,0.25,0.878788,2999
0.120408,0.586207,0.666667,0.530303,10500
0.273469,1,1,0.757576,3000
0.326531,1,0.833333,0.712121,4350
0.242857,1,0.166667,0.848485,7900
0.265306,1,0.5,0.848485,4600
0.132653,0.827586,0.666667,0.681818,250
0.187755,1,0,1,2999
0.089796,1,0.833333,0.742424,500
0.285714,1,0.416667,0.818182,7499
0.22449,1,0.416667,0.787879,1500
0.234694,1,0.583333,0.712121,1150
0.340816,0.586207,0.333333,0.954545,32500
0.285714,1,0,0.727273,700
0.344898,1,0.833333,0.818182,7700
0.142857,1,0.083333,1,780
0.195918,1,0.25,0.681818,750
0.257143,0.172414,0.583333,0.954545,27200
0.102041,0.655172,0.5,0.651515,750
0.185714,0.103448,0.25,0.424242,1000
0.032653,0.241379,0.833333,0.590909,6000
0.118367,0.827586,0.25,0.727273,549
0.193878,1,0.916667,0.757576,1199
0.204082,1,0.5,0.818182,800
0.340816,1,0.416667,0.878788,9900
0.15102,1,0.583333,0.878788,7000
0.132653,1,0.333333,0.772727,1299
0.089796,1,0,0.727273,250
0.216327,1,0.5,0.787879,2700
0.344898,0.827586,0.416667,0.924242,17000
0.187755,0.103448,0.583333,0.969697,15950
0.410204,0.827586,0.25,0.893939,10500
0.22449,0.517241,0.25,0.909091,8870
0.102041,1,0.666667,0.712121,850
0.132653,1,0.25,0.80303,1950
0.102041,1,0.25,0.787879,800
0.202041,0.655172,1,0.818182,4300
0.54898,1,1,0.69697,2499
0.355102,1,0.75,0.80303,7599
0.202041,1,0.583333,0.848485,3599
0.42449,0.827586,0.416667,0.863636,15499
0.204082,1,0.25,0.727273,800
0.285714,0,0.333333,0.787879,2000
0.234694,1,0.416667,0.787879,2950
0.132653,1,1,0.742424,1500
0.381633,0.655172,0.5,0.80303,12000
0.163265,1,0.5,0.666667,800
0.279592,1,0.5,0.772727,2200
0.295918,1,0.416667,0.818182,2000
0.118367,0.241379,0.916667,0.909091,4999
0.146939,0.310345,0.75,0.909091,6800
0.340816,1,0.333333,0.909091,13900
0.214286,1,0.333333,0.69697,400
0.091837,1,0.583333,0.69697,699
0.371429,1,0.916667,0.80303,5999
0.346939,0.172414,0.25,0.969697,35550
0.285714,1,0.25,0.69697,1499
0.285714,0.448276,0.666667,0.909091,22500
0.765306,0.37931,0.166667,0.893939,62911
0.157143,1,0.25,0.848485,3999
0.357143,0.241379,0.833333,0.924242,19800
0.257143,1,0,0.757576,3999
0.45102,0.103448,0.75,0.863636,27000
0.693878,0.827586,0.833333,0.681818,11500
0.379592,1,0.75,0.69697,2650
0.163265,0.448276,0.5,0.893939,5500
0.265306,0.517241,0.333333,0.924242,15900
0.214286,1,0.5,0.772727,2000
0.312245,0.517241,0.75,0.787879,6950
0.202041,0.827586,0.25,0.833333,2800
0.193878,0.827586,0.166667,0.878788,7799
0.142857,1,0.083333,0.848485,1900
0.295918,1,0.833333,0.772727,2390
0.265306,1,0.416667,0.681818,750
0.189796,1,0.833333,0.727273,1050
0.120408,0.448276,0.25,0.848485,1950
0.216327,1,0.583333,0.757576,4290
0.202041,1,0.333333,0.893939,5200
0.216327,1,0.25,0.80303,3600
0.285714,1,1,0.742424,1999
0.285714,1,0.583333,0.742424,3000
0.185714,1,0.75,0.757576,1650
0.185714,1,0,0.772727,800
0.132653,1,0.833333,0.727273,1100
0.132653,1,0.666667,0.787879,1690
0.312245,0.655172,0.083333,0.878788,14900
0.271429,0.103448,0.5,0.939394,20900
0.371429,1,0.833333,0.818182,5900
0.216327,0.448276,0.083333,0.80303,5990
0.216327,1,0.916667,0.772727,1650
0.163265,1,0,0.757576,600
0.163265,1,0.75,0.757576,1300
0.393878,1,0.583333,0.590909,4500
0.142857,1,0.916667,0.833333,1700
0.271429,0.517241,0.083333,0.893939,8300
0.436735,1,0.5,0.742424,4750
0.540816,0.034483,0.416667,0.621212,81000
0.204082,0,0.083333,1,14290
0.216327,1,0.083333,0.757576,1999
0.159184,1,0,0.712121,300
0.216327,1,0.916667,0.80303,6500
0.130612,1,0.75,0.757576,500
0.271429,1,0.583333,0.878788,10990
0.132653,1,0.916667,0.727273,1200
0.202041,1,1,0.833333,2200
0.367347,0.827586,0.5,0.863636,11400
0.136735,0.827586,1,0.893939,8900
0.102041,1,0.5,0.681818,149
0.132653,1,0,0.712121,999
0.089796,1,0.666667,0.787879,1500
0.102041,1,1,0.712121,450
0.193878,1,0.5,0.909091,6450
0.177551,0.827586,0.333333,0.757576,1200
0.204082,1,0.083333,0.787879,2950
0.163265,1,0.25,0.712121,1350
0.410204,1,0.833333,0.848485,12500
0.185714,1,0.666667,0.712121,1900
0.118367,0.448276,0.416667,0.863636,2900
0.193878,0.517241,0.25,0.924242,14000
0.140816,0.448276,0.416667,0.727273,700
0.163265,1,0.416667,0.742424,899
0.265306,1,0.583333,0.757576,400
0.193878,0.586207,0.083333,0.954545,8700
0.257143,1,0.416667,0.787879,600
0.216327,1,0.25,0.606061,9000
0.197959,0.586207,0.416667,0.772727,2290
0.183673,1,0.5,0.712121,499
0.163265,0.827586,0.166667,0.651515,500
0.126531,0.827586,0.083333,0.69697,900
0.216327,0.827586,0.083333,0.818182,4500
0.197959,1,0.25,0.80303,1900
0.45102,1,0.416667,0.863636,8999
0.140816,1,0.166667,0.69697,3300
0.306122,0.034483,0.666667,0.954545,17500
0.12449,1,0,0.681818,1000
0.25102,0.655172,0.75,0.772727,2000
0.381633,1,0,0.666667,2800
0.197959,1,0.333333,0.742424,900
0.102041,1,1,0.818182,1499
0.091837,0.827586,0.833333,0.681818,600
0.257143,1,1,0.772727,1200
0.089796,1,0.416667,1,500
0.285714,1,0,0.80303,2150
0.185714,1,0.75,0.69697,900
0.163265,1,0.833333,0.772727,1399
0.202041,1,0.5,0.848485,2500
0.187755,1,0,1,900
0.183673,1,0.416667,0.863636,6700
0.159184,0.827586,0.166667,0.863636,5200
0.202041,1,0,0.787879,1450
0.355102,0.37931,0.083333,0.939394,20950
0.102041,0.034483,0.833333,0.984848,10650
0.285714,0.827586,0.083333,0.833333,4500
0.410204,1,0.416667,0.681818,690
0.202041,1,0,0.833333,1500
0.265306,0.241379,0.416667,0.909091,9500
0.155102,1,0.166667,0.893939,4900
0.271429,1,0.416667,0.878788,8000
0.214286,1,0.583333,0.818182,2300
0.126531,0.827586,0,0.484848,1450
0.285714,1,0.083333,0.863636,4900
0.312245,0.448276,0.25,0.924242,11500
0.381633,1,0.333333,0.772727,3500
0.020408,0.655172,0.083333,0.515152,1050
0.132653,1,0.083333,0.712121,650
0.204082,1,0.416667,0.636364,9500
0.381633,1,0.75,0.757576,4000
0.204082,1,0.333333,0.727273,1650
0.214286,1,0.416667,0.712121,150
0.163265,0.827586,0.833333,0.878788,6089
0.326531,1,0.583333,0.787879,4900
0.604082,0.655172,0.583333,0.878788,24999
0.204082,0.172414,0.833333,0.969697,22222
0.102041,0.655172,0.166667,0.833333,2750
0.436735,1,0.5,1,16500
0.265306,1,0.583333,0.848485,15000
0.132653,1,1,0.818182,2900
0.228571,0.310345,0.583333,0.954545,17490
0.316327,0.827586,0.083333,0.818182,8400
0.185714,1,0.333333,0.712121,900
0.271429,1,0.75,0.772727,1600
0.395918,0.37931,0.583333,0.939394,31990
0.163265,1,0.333333,1,250
0.167347,0.586207,0.416667,0.893939,4500
0.279592,0.517241,0.333333,0.787879,4350
0.285714,1,0,0.69697,500
0.163265,1,0.75,0.651515,1450
0.163265,1,0.416667,0.69697,1300
0.265306,0.241379,0.333333,0.954545,14990
0.326531,1,0.083333,0.757576,365
0.326531,1,1,0.80303,3300
0.132653,1,0.25,0.787879,3400
0.471429,1,0.416667,0.469697,8800
0.257143,1,0.583333,0.712121,2990
0.440816,0.586207,0.416667,0.863636,9900
0.193878,0.172414,0.166667,0.969697,18500
0.173469,1,1,0.787879,1900
0.081633,0.241379,0.083333,0.757576,1590
0.32449,0.586207,0.333333,0.363636,3600
0.146939,1,0.333333,0.772727,250
0.246939,0.827586,1,0.80303,2649
0.193878,0.586207,0.083333,0.909091,10550
0.081633,1,0.75,0.727273,610
0.132653,1,0.333333,0.69697,600
0.228571,1,0.583333,0.787879,2400
0.257143,1,0.416667,0.772727,1200
0.126531,1,0.25,0.575758,2999
0.157143,0.310345,0.5,0.924242,6800
0.285714,1,1,0.848485,4200
0.257143,1,0.666667,0.727273,4000
0.355102,1,0.5,0.939394,13500
0.118367,0.310345,0.833333,0.893939,4150
0.285714,1,0.666667,0.69697,2790
0.097959,0.172414,0.25,0.878788,3500
0.246939,0.827586,0.583333,0.69697,2490
0.285714,1,0.25,0.742424,1150
0.285714,1,0.5,0.848485,5999
0.214286,1,0.916667,0.712121,350
0.087755,1,0.75,0.742424,600
0.27551,1,1,0.80303,2150
0.214286,1,0.333333,0.772727,1650
0.257143,1,0,0.772727,1700
0.132653,1,0.5,0.772727,1299
0.22449,0.827586,0.583333,0.863636,5350
0.285714,1,0.25,0.757576,3500
0.142857,0.827586,0.083333,0.878788,3888
0.395918,1,1,0.818182,5599
0.163265,1,0.25,0.772727,3850
0.165306,1,0.333333,0.833333,2350
0.265306,0.517241,0.666667,0.939394,14500
0.228571,0.827586,0.333333,0.878788,20500
0.185714,1,0.25,0.757576,1400
0.069388,0.586207,0.916667,0.878788,5099
0.279592,0.827586,0.666667,0.848485,5900
0.132653,1,0.333333,0.909091,5800
0.102041,0.172414,0.416667,0.924242,7990
0.285714,1,0.333333,0.712121,1200
0.373469,1,0.583333,0.712121,1000
0.187755,1,0,1,450
0.604082,0.586207,0.083333,0.924242,26500
0.246939,1,0.75,0.787879,2999
0.265306,1,1,0.878788,8000
0.326531,1,0.166667,0.878788,8400
0.032653,0.172414,0.25,0.484848,7000
